lat,cdf
6.85,0.00271486
6.86,0.00275515
6.87,0.00283574
6.88,0.00290122
6.89,0.00300196
6.90,0.00313292
6.91,0.00328402
6.92,0.00346031
6.93,0.00369201
6.94,0.00405466
6.95,0.00453820
6.96,0.00507210
6.97,0.00569667
6.98,0.00661841
6.99,0.00757541
7.00,0.00886485
7.01,0.01032553
7.02,0.01198265
7.03,0.01373044
7.04,0.01589124
7.05,0.01876225
7.06,0.02162821
7.07,0.02473594
7.08,0.02801997
7.09,0.03139465
7.10,0.03548961
7.11,0.03958456
7.12,0.04403713
7.13,0.04914449
7.14,0.05438785
7.15,0.05999889
7.16,0.06535809
7.17,0.07098425
7.18,0.07711409
7.19,0.08365695
7.20,0.09035595
7.21,0.09739243
7.22,0.10463037
7.23,0.11214534
7.24,0.11982149
7.25,0.12735661
7.26,0.13491188
7.27,0.14307661
7.28,0.15102475
7.29,0.15911896
7.30,0.16770174
7.31,0.17631474
7.32,0.18511915
7.33,0.19402429
7.34,0.20331727
7.35,0.21249943
7.36,0.22167153
7.37,0.23125161
7.38,0.24095760
7.39,0.25086004
7.40,0.26093373
7.41,0.27138015
7.42,0.28136317
7.43,0.29204632
7.44,0.30276472
7.45,0.31390622
7.46,0.32498225
7.47,0.33596760
7.48,0.34749694
7.49,0.35893561
7.50,0.37052539
7.51,0.38213028
7.52,0.39363947
7.53,0.40555161
7.54,0.41756952
7.55,0.42940107
7.56,0.44135350
7.57,0.45307424
7.58,0.46476979
7.59,0.47622358
7.60,0.48782847
7.61,0.49914625
7.62,0.51084181
7.63,0.52229559
7.64,0.53363857
7.65,0.54475488
7.66,0.55592157
7.67,0.56680115
7.68,0.57820960
7.69,0.58907911
7.70,0.60021054
7.71,0.61099442
7.72,0.62161209
7.73,0.63268308
7.74,0.64344681
7.75,0.65420551
7.76,0.66497932
7.77,0.67568262
7.78,0.68651183
7.79,0.69712950
7.80,0.70761118
7.81,0.71749850
7.82,0.72745131
7.83,0.73727315
7.84,0.74664168
7.85,0.75625702
7.86,0.76519742
7.87,0.77439973
7.88,0.78297748
7.89,0.79113717
7.90,0.79926664
7.91,0.80706871
7.92,0.81497152
7.93,0.82215909
7.94,0.82929630
7.95,0.83634788
7.96,0.84277994
7.97,0.84898029
7.98,0.85519576
7.99,0.86106872
8.00,0.86702227
8.01,0.87261820
8.02,0.87807814
8.03,0.88335172
8.04,0.88877136
8.05,0.89382332
8.06,0.89858314
8.07,0.90327747
8.08,0.90768975
8.09,0.91212721
8.10,0.91633298
8.11,0.92037756
8.12,0.92411490
8.13,0.92793283
8.14,0.93129240
8.15,0.93437495
8.16,0.93744239
8.17,0.94049976
8.18,0.94346646
8.19,0.94637272
8.20,0.94895662
8.21,0.95144986
8.22,0.95380206
8.23,0.95613412
8.24,0.95835537
8.25,0.96036003
8.26,0.96241003
8.27,0.96436433
8.28,0.96625818
8.29,0.96801100
8.30,0.96987967
8.31,0.97135043
8.32,0.97283126
8.33,0.97420632
8.34,0.97551590
8.35,0.97671467
8.36,0.97785803
8.37,0.97890570
8.38,0.97982240
8.39,0.98073911
8.40,0.98163566
8.41,0.98244156
8.42,0.98331293
8.43,0.98413394
8.44,0.98482399
8.45,0.98548381
8.46,0.98614364
8.47,0.98676821
8.48,0.98737263
8.49,0.98788639
8.50,0.98839007
8.51,0.98894916
8.52,0.98937729
8.53,0.98974498
8.54,0.99011771
8.55,0.99045518
8.56,0.99077754
8.57,0.99111501
8.58,0.99143736
8.59,0.99169928
8.60,0.99196120
8.61,0.99221808
8.62,0.99245984
8.63,0.99265124
8.64,0.99281746
8.65,0.99297864
8.66,0.99313982
8.67,0.99330603
8.68,0.99340677
8.69,0.99350751
8.70,0.99364350
8.71,0.99377446
8.72,0.99386512
8.73,0.99396082
8.74,0.99407163
8.75,0.99416733
8.76,0.99426303
8.77,0.99434866
8.78,0.99440407
8.79,0.99450984
8.80,0.99460554
8.81,0.99470124
8.82,0.99476168
8.83,0.99485234
8.84,0.99493293
8.85,0.99500345
8.86,0.99505886
8.87,0.99512433
8.88,0.99516463
8.89,0.99524018
8.90,0.99530062
8.91,0.99534596
8.92,0.99541647
8.93,0.99548699
8.94,0.99551721
8.95,0.99555750
8.96,0.99563306
8.97,0.99569853
8.98,0.99575394
8.99,0.99580935
9.00,0.99584964
9.01,0.99587482
9.02,0.99593023
9.03,0.99596045
9.04,0.99601082
9.05,0.99606119
9.06,0.99610148
9.07,0.99614681
9.08,0.99618711
9.09,0.99624251
9.10,0.99625762
9.11,0.99632310
9.12,0.99637347
9.13,0.99642384
9.14,0.99647421
9.15,0.99656487
9.16,0.99661020
9.17,0.99663035
9.18,0.99665554
9.19,0.99670590
9.20,0.99673612
9.21,0.99677642
9.22,0.99680664
9.23,0.99685197
9.24,0.99689227
9.25,0.99693760
9.26,0.99699804
9.27,0.99706352
9.28,0.99711892
9.29,0.99719448
9.30,0.99724485
9.31,0.99728010
9.32,0.99729521
9.33,0.99735062
9.34,0.99739595
9.35,0.99742617
9.36,0.99746143
9.37,0.99751684
9.38,0.99754706
9.39,0.99758231
9.40,0.99759743
9.41,0.99763772
9.42,0.99766794
9.43,0.99771327
9.44,0.99772335
9.45,0.99775860
9.46,0.99778883
9.47,0.99780394
9.48,0.99783416
9.49,0.99787445
9.50,0.99790467
9.51,0.99792482
9.52,0.99795000
9.53,0.99799534
9.54,0.99803563
9.55,0.99806585
9.56,0.99812126
9.57,0.99814644
9.58,0.99816659
9.59,0.99818674
9.60,0.99821192
9.61,0.99822703
9.62,0.99823207
9.63,0.99826229
9.64,0.99828244
9.65,0.99830258
9.66,0.99833280
9.67,0.99836303
9.68,0.99837814
9.69,0.99838821
9.70,0.99841843
9.71,0.99842850
9.73,0.99844362
9.74,0.99845873
9.75,0.99848895
9.76,0.99852420
9.77,0.99854435
9.78,0.99855946
9.79,0.99856450
9.80,0.99857457
9.81,0.99858465
9.82,0.99858968
9.83,0.99862494
9.84,0.99863502
9.85,0.99864509
9.87,0.99865516
9.88,0.99868035
9.89,0.99868538
9.90,0.99869042
9.91,0.99869546
9.92,0.99870049
9.93,0.99871057
9.94,0.99871560
9.96,0.99873072
9.98,0.99874583
9.99,0.99875086
10.00,0.99876094
10.02,0.99877101
10.03,0.99878108
10.05,0.99879116
10.06,0.99880123
10.07,0.99880627
10.08,0.99882138
10.09,0.99883145
10.10,0.99883649
10.11,0.99885160
10.12,0.99885664
10.13,0.99886167
10.14,0.99886671
10.16,0.99887175
10.17,0.99887678
10.18,0.99888686
10.19,0.99890197
10.20,0.99890700
10.21,0.99892212
10.22,0.99892715
10.24,0.99893723
10.26,0.99894226
10.27,0.99895234
10.28,0.99897752
10.29,0.99899263
10.30,0.99899767
10.32,0.99902285
10.33,0.99903293
10.34,0.99903796
10.35,0.99904300
10.36,0.99904804
10.37,0.99905307
10.38,0.99905811
10.39,0.99906818
10.42,0.99907322
10.43,0.99908329
10.45,0.99908833
10.46,0.99910344
10.48,0.99910848
10.51,0.99912359
10.53,0.99912863
10.54,0.99913366
10.56,0.99913870
10.59,0.99914374
10.60,0.99914877
10.61,0.99915381
10.64,0.99915885
10.66,0.99917396
10.69,0.99917899
10.73,0.99918403
10.75,0.99918907
10.85,0.99919914
10.87,0.99920418
10.90,0.99920922
10.92,0.99921425
10.94,0.99921929
10.96,0.99923440
10.99,0.99924447
11.12,0.99924951
11.16,0.99925455
11.17,0.99926462
11.20,0.99926966
11.25,0.99927973
11.32,0.99928477
11.37,0.99928980
11.44,0.99930492
11.45,0.99930995
11.48,0.99933010
11.56,0.99934017
11.57,0.99934521
11.58,0.99935025
11.60,0.99935528
11.65,0.99936032
11.66,0.99936536
11.67,0.99937039
11.70,0.99937543
11.75,0.99938047
11.76,0.99938550
11.85,0.99939054
11.86,0.99939558
11.91,0.99940062
11.92,0.99940565
11.95,0.99941573
11.97,0.99942580
11.98,0.99943084
12.06,0.99943587
12.08,0.99945098
12.10,0.99945602
12.16,0.99946106
12.19,0.99946609
12.21,0.99947113
12.24,0.99947617
12.25,0.99948121
12.28,0.99948624
12.29,0.99949128
12.32,0.99950135
12.33,0.99950639
12.39,0.99951143
12.40,0.99951646
12.43,0.99952150
12.46,0.99952654
12.47,0.99953157
12.48,0.99953661
12.52,0.99954165
12.54,0.99954668
12.55,0.99955172
12.57,0.99955676
12.58,0.99956683
12.65,0.99957187
12.70,0.99957691
12.71,0.99958194
12.75,0.99959202
12.77,0.99959705
12.78,0.99960209
12.84,0.99960713
12.86,0.99961216
12.89,0.99961720
12.90,0.99962224
12.91,0.99962727
13.00,0.99963735
13.03,0.99964238
13.08,0.99964742
13.11,0.99965246
13.13,0.99965749
13.17,0.99966253
13.20,0.99966757
13.28,0.99967261
13.36,0.99967764
13.38,0.99968772
13.39,0.99969779
13.45,0.99970283
13.49,0.99970786
13.51,0.99971290
13.58,0.99971794
13.59,0.99972297
13.62,0.99973305
13.71,0.99973808
13.72,0.99974312
13.77,0.99974816
13.80,0.99975319
13.82,0.99975823
13.87,0.99976327
13.93,0.99976831
13.95,0.99977334
13.96,0.99977838
13.97,0.99978342
13.99,0.99978845
14.00,0.99979853
14.04,0.99980356
14.06,0.99980860
14.08,0.99981364
14.12,0.99981867
14.16,0.99982371
14.21,0.99982875
14.22,0.99983882
14.28,0.99984386
14.34,0.99984889
14.40,0.99985393
14.44,0.99985897
14.53,0.99986401
14.55,0.99986904
14.60,0.99987408
14.61,0.99987912
14.65,0.99988415
14.67,0.99988919
14.68,0.99989423
14.78,0.99989926
14.86,0.99990430
14.87,0.99990934
14.93,0.99991437
14.99,0.99991941
15.05,0.99992445
15.31,0.99992948
15.37,0.99993452
15.44,0.99994459
15.49,0.99994963
15.63,0.99995467
15.83,0.99996474
16.22,0.99996978
16.82,0.99997482
17.07,0.99997985
19.06,0.99998489
20.21,0.99998993
20.37,0.99999496
21.14,0.99999990
